dd0 Cell Density,dd0-dd1 Cell Density Gradient,dd1 Cell Density,dd1-dd2 Cell Density Gradient,dd2 Cell Density,dd2-dd3 Cell Density Gradient,dd3 Cell Density ,dd3-dd5 Cell Density Gradient,dd5 Cell Density,dd5-dd7 Cell Density Gradient,dd7 Cell Density,dd0 Aggregate Size,dd0-dd1 Aggregate Size Gradient,dd1 Aggregate Size ,dd1-dd2 Aggregate Size Gradient,dd2 Aggregate Size ,dd2-dd3 Aggregate Size Gradient,dd3 Aggregate Size ,dd3-dd5 Aggregate Size Gradient,dd5 Aggregate Size ,dd7 Aggregate Size ,dd5-dd7 Aggregate Size Gradient,Preculture Time [h],Start Preculture Perfusion [h after inoc] d1-d2,Presence of  IWP2 [h],Average DO concentration d0,Average DO concentration d1,Average DO concentration dd0,Average DO concentration dd1,Average DO concentration dd2,Average DO concentration dd3,Average DO concentration dd4,Average DO concentration dd5,Average DO concentration dd6,Average DO concentration dd7,Average DO concentration gradient d0,Average DO concentration gradient d1,Average DO concentration gradient dd0,Average DO concentration gradient dd1,Average DO concentration gradient dd2,Average DO concentration gradient dd3,Average DO concentration gradient dd4,Average DO concentration gradient dd5,Average DO concentration gradient dd6,Average DO concentration gradient dd7,DO concentration/cell count dd0,DO concentration/cell count dd1,DO concentration/cell count dd2,DO concentration/cell count dd3,DO concentration/cell count dd5,DO concentration/cell count dd7,DO gradient/cell count dd0,DO gradient/cell count dd1,DO gradient/cell count dd2,DO gradient/cell count dd3,DO gradient/cell count dd5,DO gradient/cell count dd7,dd0 Average of 2nd derivative DO,dd1 Average of 2nd derivative DO,dd2 Average of 2nd derivative DO,dd3 Average of 2nd derivative DO,dd5 Average of 2nd derivative DO,dd7 Average of 2nd derivative DO,dd0 DO 2nd derivative/cell count,dd1 DO 2nd derivative/cell count,dd2 DO 2nd derivative/cell count,dd3 DO 2nd derivative/cell count,dd5 DO 2nd derivative/cell count,dd7 DO 2nd derivative/cell count,Overall Average pH,Overall density gradient,Overall aggregate size gradient,d0 Average pH,d0 Average pH Gradient,d1 Average pH,d1 Average pH Gradient,dd0 Average pH,dd0 Average pH Gradient,dd1 Average pH,dd1 Average pH Gradient,dd2 Average pH,dd2 Average pH Gradient,dd3 Average pH,dd3 Average pH Gradient,dd4 Average pH,dd4 Average pH Gradient,dd5 Average pH,dd5 Average pH Gradient,dd6 Average pH,dd6 Average pH Gradient,dd7 Average pH,dd7 Average pH Gradient,dd0 Lactate Concentration,dd1 Lactate Concentration,dd3 Lactate Concentration,dd5 Lactate Concentration,dd7 Lactate Concentration,dd0 Glucose Concentration,dd1 Glucose Concentration,dd3 Glucose Concentration,dd5 Glucose Concentration,dd7 Glucose Concentration
1.16,-0.306034483,0.805,0.689440994,1.36,1.080882353,2.83,-0.151943463,2.4,-0.144394006,2.053454386,119.813863,0.337764329,160.282712,-0.041823401,153.5791438,0.208687563,185.629201,-0.007657319,184.207779,144.607638,-0.2149754,50,27.5,43,117.7143529,78.23141176,69.27266667,68.5464,58.70666667,44.38623077,29.61776316,69.62732895,60.57440351,32.44449315,-339.4256568,-8.340886008,-0.293327287,-0.849425252,-2.004852196,-1.58673052,-1.250096668,-12.73333442,-13.58562942,-0.987268279,70.50653096,63.32230947,28.02227526,15.68418048,31.26890854,23.85624496,-0.298551946,-0.784688454,-0.956970022,-0.606780313,-5.71840792,-0.725932558,29.88589782,106.2730936,200.8387556,2.709815404,-0.117297213,85.1236684,25.76370502,132.0162653,147.6755556,0.957531945,-0.048873839,62.59093265,6.74062286,0.770219299,0.206935778,7.115794118,-0.018379269,6.791346154,-0.003822824,6.44297561,-0.007174082,6.602307692,-0.031295358,6.268709677,-0.009318767,6.845323529,-0.0224372,6.686916667,-0.099276959,7.0345,-0.009188823,6.88084,-0.004948716,6.737515152,-0.086663448,15.265,12.02,14.36666667,17.99,13.37025641,9.055,4.645,1.910347222,0,2.671346154
1.09,-0.233944954,0.835,0.694610778,1.415,0.653710247,2.34,-0.038461538,2.25,-0.471111111,1.19,108.028983,0.120069787,121,0.194984793,144.59316,0.106332174,159.968065,0.013709336,162.161121,169.60964,0.045932829,47.5,25,46.5,94.54660784,69.90547273,65.55710667,65.21469524,56.52382963,43.25507879,41.465375,61.63218667,49.46284536,34.21241438,-53.613,-6.49342135,0.380689627,-0.672435092,-1.238301521,-1.46915579,-5.066950476,-1.303630705,-7.41965431,0.744036264,68.11127965,57.96861799,30.10590127,18.48507641,35.83266667,28.74992805,0.39552169,-0.597720082,-0.659548081,-0.640155028,-0.757924829,0.625240558,-272.2011054,1.414117346,-367.9724362,1.27003995,5.404864589,0.018053692,-249.7257848,1.693553708,-260.0511917,0.542752115,2.402162039,0.015171169,6.936219185,0.091743119,0.570038292,7.114458333,-0.017835678,6.806726519,-0.006048348,6.985910864,-0.009869624,6.981866667,-0.019246196,6.699140884,-0.014966822,6.930894444,-0.017077974,6.7565961,-0.007992002,7.027241667,-0.009040456,6.919063889,-0.015499654,7.140292479,-0.004886499,15.03,11.255,16.15,14.685,12.265,8.99,5.675,1.175,2.06,2.87
1.03,-0.422330097,0.595,1.210084034,1.315,0.711026616,2.25,-0.111111111,2,-0.2975,1.405,140.861525,0.177343728,165.842433,0.070621166,177.554419,0.215831333,215.876226,-0.001583254,215.534439,237.94028,0.103954807,47.5,25,46.5,93.407,75.38796364,70.10245333,73.81378095,66.4344,52.81001807,48.03271495,66.51512,57.98688502,36.13142456,109.9220833,-6.694498786,0.459674689,0.017369887,-1.326855233,-1.407886442,-4.093864462,-0.428298755,-6.891264545,-0.370730509,86.27994256,77.29191723,37.27035063,23.47111914,39.06908664,25.71631641,0.565753463,0.018188364,-0.744378812,-0.662534796,-0.251570488,-0.263865131,-7.573381773,-9.348678206,231.5709297,-9.622770486,-0.035949052,0.036811242,-7.352797838,-15.71206421,176.0995663,-4.276786883,-0.017974526,0.026200172,6.828305371,0.36407767,0.689178645,7.007158774,-0.019560433,6.749096953,-0.027713647,6.968898876,-0.019503182,6.910225,-0.020868603,6.607519444,-0.021165284,6.831016667,-0.017827801,6.633373259,-0.00576359,6.878925,-0.011122234,6.72851105,0.001837532,6.968328691,-0.007270195,15.375,9.05,16.2,14.075,13.075,8.8325,6.2,1.755,1.9025,2.905
0.92,-0.043478261,0.88,0.6875,1.485,0.427609428,2.12,0.268867925,2.69,-0.390334572,1.64,135.006682,0.22027249,164.74494,0.042831992,171.801294,0.109870645,190.677213,0.069584597,203.94541,209.92342,0.029311814,47.5,25,46.5,94.90428,76.5483038,71.39626786,75.56884277,69.37321687,57.51148958,52.1320181,62.10383843,49.21367683,21.90410377,108.0182653,-10.75960965,0.544276823,-0.031092197,-1.789017266,-1.771972008,-9.264902003,-1.8607723,-9.19323487,-0.464858034,79.32918651,63.90599811,38.48722156,27.12806112,28.68537572,13.35616084,0.604752025,-0.026293612,-0.992519981,-0.736786698,-0.859479122,-0.283450021,-302.3456353,-76.10493265,-275.6008188,-54.65065821,0.618046248,0.137968258,-328.6365601,-86.48287801,-185.5897769,-25.77861236,0.229756969,0.084126986,6.834254027,0.782608696,0.554911334,7.009580556,-0.019925508,6.794005556,-0.011041148,6.947690808,-0.01954929,6.897330556,-0.023868084,6.544486111,-0.010998098,6.850480556,-0.018118949,6.657805014,-0.009565818,6.893555556,-0.012414073,6.730241667,-0.007623271,7.017363889,-0.007331604,15.1275,12.2225,16.205,17.475,14.4,9.195,4.99375,1.275,0.555,1.535
0.89,0.005617978,0.895,0.413407821,1.265,0.754940711,2.22,0.121621622,2.49,-0.363453815,1.585,127.4634027,0.113191041,141.891118,0.103881823,156.631026,0.058055529,165.724323,0.132355249,187.658807,187.59595,-0.000334954,47.5,25,46.5,114.3677925,90.39561644,74.44434667,76.70371429,68.94917037,57.20951515,53.03221078,66.92704659,56.31235314,39.58513841,0.775384615,69.65091772,0.067761826,-0.092781861,-1.30403089,-1.083306677,-3.215741731,-2.205754768,-6.220281841,0.077536935,83.41103268,71.02195767,39.56910782,25.77005187,32.84763023,24.97485073,0.075923614,-0.085909131,-0.748367799,-0.460002835,-1.082579027,0.048919202,-335.1447536,8.567212353,-56.04783048,5.067284989,1.737127329,0.044933477,-376.5671388,9.572304305,-44.30658536,2.282560806,0.697641497,0.028349197,6.847582425,0.780898876,0.471763236,7.01153352,-0.021465881,6.749186111,-0.007579011,6.884802778,-0.020954184,6.910025,-0.025909924,6.616598886,-0.011361782,6.861672222,-0.016288728,6.687155989,-0.005026295,6.908152778,-0.009789073,6.809908078,-0.007589836,7.036788889,-0.005207469,15.245,11.05,14.05,14.325,12.6,9.0475,6.1,1.54,1.325,1.615
0.85,0.411764706,1.2,0.379166667,1.655,0.244712991,2.06,-0.235436893,1.575,0.117460317,1.76,101.1880668,0.302243563,131.7715086,0.010011933,133.090796,0.091642888,145.2876209,0.330731237,193.3387754,172.7061099,-0.10671768,46,25,48,91.16841176,78.32611111,71.50490909,70.45526667,66.23787179,67.08010345,69.87471579,58.98165714,52.37674074,17.26544737,162.3966667,-8.405643634,-5.797063394,-7.135544921,1.08170724,-0.578885436,-12.86999281,-2.561162494,-12.27662049,0.6311993,69.76088692,49.35570344,35.65968872,32.56315701,35.37130863,9.809913278,-5.655671604,-4.998630417,0.582345755,-0.31850643,-1.535929531,0.358635966,-100.6084725,-114.7083875,-156.2346598,-35.60178865,1810.397028,4.26748362,-118.3629089,-95.59032289,-94.40160712,-17.28242167,1149.45843,2.424706603,7.233605195,1.070588235,0.706783373,6.957142857,-0.026737811,7.863783784,-0.207034427,7.725285714,-0.206059797,6.93015625,-0.017107957,6.086666667,0.000572978,7.112074074,-0.008361116,7.243785714,-0.057186832,8.247941176,-0.290245534,7.118535714,-0.063086395,7.05068,-0.004088145,15.47,13.81878205,15.83,15.77621212,12.88,9.11,3.647831197,0,2.125769231,1.36
0.54,-0.037037037,0.52,3.567307692,2.375,-0.157894737,2,-0.425,1.15,-0.52173913,0.55,83.0053742,0.607060633,133.3946692,0.151313952,153.5791438,-0.103800115,137.637611,-0.062055424,129.0964507,106.2882451,-0.176675698,45,25.5,48,82.651,83.1285,80.70272727,74.8087619,80.24955,61.32888095,44.43337209,43.99624324,70.53503846,45.71030159,0.783547081,-0.043484631,-0.836220294,-1.433052054,12.88012099,-2.004641589,-1.617429574,1.175399321,-11.57295881,7.252728803,152.2692967,51.68135537,36.68550857,30.66444048,51.76028617,83.10963925,-1.57777414,-0.99001869,5.888055309,-1.272788311,1.382822731,13.18677964,-18.6181877,57.01620419,-15.98052543,-0.462775201,-16.68802289,-0.014065426,-34.47812536,109.6465465,-6.728642288,-0.231387601,-14.51132425,-0.025573501,7.175829049,0.018518519,0.280498355,7.168529412,-0.016246469,7.043970588,-0.02296396,6.848333333,-0.040487037,7.170032258,0.016964478,7.305551724,-0.078997622,7.302961538,-0.00819904,7.157555556,-0.007863636,7.374548387,-0.077885151,7.246115385,-0.004799667,7.140692308,-0.003124236,13.535,13.75,18.3,12.25,13.075,10.1775,4.015,0.1025,2.4725,4.4225
0.5,0.392,0.696,2.448275862,2.4,0.25,3,-0.493333333,1.52,-0.381578947,0.94,71.4858797,0.58285539,113.15181,0.375677821,155.6604354,-0.038594662,149.6527735,-0.202166781,119.397954,120.954296,0.013034913,45,25.5,54,86.77266667,85.97583333,83.18036364,77.20554545,81.92998837,62.07762069,41.06875,38.58314286,73.42994444,63.5997963,-2.000521212,-0.307980249,-0.659208689,-1.109578558,14.37430594,-2.904575592,-1.354097933,0.65278507,-27.84078592,5.279313764,139.0975981,49.87438337,30.34444014,20.69254023,31.36840883,67.65935776,-1.102355667,-0.716782014,5.323817014,-1.285210439,0.530719569,5.616291239,10.0762989,-2.430028234,-12.68238193,-0.178669295,-53.94514192,-0.002525467,20.15259779,-3.491419877,-5.284325804,-0.059556432,-35.49022495,-0.002686667,7.051758861,0.88,0.692002624,6.861054054,-0.069990623,7.052771429,-0.026192446,6.754925926,0.000128818,7.104897436,-0.140008528,6.9598,-0.139700657,7.294269231,-0.006381222,7.136214286,-0.006659283,7.03115625,-0.064780392,7.215692308,-0.004915695,7.106807692,-0.004048077,13.235,14.5,17.55,13.55,14.5,10.47,3.4625,0.09,2.5775,4.26
0.45,0.484444444,0.668,2.413173653,2.28,0.315789474,3,-0.41,1.77,-0.514124294,0.86,71.7095987,0.646202156,118.048496,0.224862365,144.59316,0.106332174,159.968065,-0.186521372,130.130602,150.50537,0.156571688,45,25.5,54,74.8396,74.299625,71.73133333,64.33934615,67.04132955,45.88173333,27.27057576,27.61144828,67.73957009,62.60647458,-0.34878022,-7.112968998,-1.357969698,-1.798266377,12.74842314,-2.636058379,-0.967926138,0.903298046,-7.898257359,9.60567504,128.320811,43.64948857,25.39444301,15.29391111,20.99729907,72.79822625,-2.429283896,-1.219990758,4.828948157,-1.105265568,0.686918666,11.16938958,27.9385511,-27.82882296,7.918538563,-0.330225662,-51.4939629,-0.450497503,62.08566911,-41.65991461,3.473043229,-0.110075221,-29.09263441,-0.523834306,7.009558869,0.911111111,1.09881763,7.019027778,-0.074288007,7.062885714,-0.023503673,6.7728,-0.000783158,6.782361111,0.001403725,7.0578,-0.074454065,7.234884615,-0.006916667,7.066148148,-0.00561419,6.937064516,-0.121097041,7.135962963,-0.005436137,7.026653846,-0.004104396,13.3725,12.4,15.525,14.125,13.2,10.3375,3.0725,0.1225,2.7275,3.115
0.96,-0.052083333,0.91,1.027472527,1.845,0.224932249,2.26,-0.048672566,2.15,-0.46744186,1.145,123.49966,0.134311429,140.0870758,0.125891014,157.7227798,-0.017753882,154.9225881,0.079413601,167.2255487,166.532545,-0.004144126,47,25,48,88.48225581,72.24465957,70.7662963,71.63002727,64.66285714,54.23885799,49.05521799,68.11648925,57.11934115,33.8958627,-33.18188525,-3.227426062,-0.33307916,-0.301947944,-0.973011411,-1.128964743,-6.128570267,-3.513434685,-7.055514245,0.933810573,75.68587839,52.0000198,31.5044371,23.99949469,41.34536525,29.60337354,-0.356234396,-0.219199959,-0.474061589,-0.512002151,-2.132585545,0.815555085,-377.3443249,-72.78990695,-717.8779082,-93.25180618,-5.976463419,-727.0881688,-393.0670052,-79.98890873,-389.0937172,-41.26186114,-2.779750427,-635.0115011,6.974467715,0.192708333,0.348445372,7.147822222,-0.018589501,6.803916898,-0.001482167,7.10767867,-0.03563074,7.122744444,-0.025576936,6.605975138,0.008660393,6.938963889,-0.021842554,6.838134078,-0.009636002,7.108498607,-0.007561114,6.944388889,-0.005457296,7.126554318,-0.008354465,14.6025,13.815,17.42,19.555,15.825,9.1975,4.315,0,0.65,2.92
0.59,0.290338983,0.7613,0.523709444,1.16,0.275862069,1.48,0.533783784,2.27,-0.497797357,1.14,131.3693454,0.190506332,156.3960375,0.122475482,175.5507176,-0.07146129,163.0056368,0.303174854,212.424847,234.862563,0.105626608,47,25,48,96.97706818,80.82609804,78.744,80.46413333,72.10759259,59.33352439,45.69624299,19.02594253,22.85753548,19.87352448,-15.35157263,-4.253360996,0.408048963,-0.139164197,-1.397169663,-1.366944641,-18.43511517,-2.992121335,-13.85351415,0.173026869,116.5455487,83.76009299,54.62696409,40.09021918,11.15891057,17.43291621,0.603935414,-0.14486462,-1.058461866,-0.729037142,-1.754909874,0.151777956,-174.0768083,46.98976428,0.010864149,-126.6753159,0.084982245,-113.7130678,-295.0454378,61.72305829,0.009365645,-85.59142968,0.037437112,-99.74830508,6.899183705,0.93220339,0.787803405,7.106336111,-0.021933506,6.901819444,-0.003416667,7.034314763,-0.033209642,6.873633053,-0.034824087,6.629608333,0.001375692,7.028253521,-0.022811642,6.82048324,-0.025528118,6.882358333,-0.014580394,6.726919444,-8.64454E-07,6.988110803,-0.009013172,14.065,19.075,18.015,20.375,20.59,9.3383,3,0,1.26,0.57
0.58,0.724137931,1,0.15,1.15,0.2,1.38,0.304347826,1.8,-0.355555556,1.16,135.2253695,0.120102109,151.4662215,0.099995826,166.6122115,-0.041778157,159.6514603,0.188189589,189.696203,218.067753,0.149563089,47.5,25,48,93.48995349,82.86674,80.63533333,82.78334286,74.57134815,61.38816364,51.10496985,53.5854127,55.94519231,35.58568881,133.8335792,-4.531851867,0.503964315,-0.063830468,-1.516147994,-1.274957752,-3.091125947,-4.754224047,-4.607094906,-0.563548081,102.0700422,77.0077608,58.94968233,44.48417655,36.20635993,30.67731794,0.637929513,-0.05937718,-1.198535964,-0.801860221,-3.212313545,-0.485817311,-305.3981229,-366.1287895,-0.030013957,-256.8712367,0.233475513,-222.4157863,-526.5484878,-366.1287895,-0.026099093,-186.1385773,0.129708618,-191.7377468,6.933796532,1,0.612624567,7.088491667,-0.020393786,6.888705556,-0.004249136,6.923255556,-0.020490664,6.870619048,-0.030971675,6.660002778,0.001208333,7.10734072,-0.043939905,6.923455556,-0.017204184,6.986719444,-0.012955221,6.806044444,-0.001875,7.083330556,-0.006775012,14.285,19.16,18.12,18.605,18.985,9.255,2.725,0,2.56,0.625
0.7,0.585714286,1.11,0.423423423,1.58,0.297468354,2.05,0.492682927,3.06,-0.346405229,2,115.07305,0.233540524,141.9472703,0.245866415,176.8473367,-0.075947101,163.4162941,0.176112095,192.19588,190.704754,-0.007758366,48,25,48,107.6614565,85.82748529,82.33641975,82.58655932,72.62417241,56.89223636,41.13959043,77.83090397,78.55841967,79.8436,128.7166557,-7.048695387,0.384455714,-0.22826236,-1.951578337,-1.499998868,-0.55568549,-2.66684044,-2.958653081,0.054189124,90.97946934,61.40264634,40.01331813,27.75231042,30.76320315,39.9218,0.424812944,-0.169711792,-1.075249773,-0.587083706,-1.05408713,0.027094562,-210.4737569,-495.6429553,0.028434632,-1403.967042,0.270750493,13.62899728,-300.6767956,-446.525185,0.017996603,-684.8619716,0.088480553,6.814498638,6.934575211,1.857142857,0.657249496,7.076537396,-0.021789073,6.877629526,-0.004888406,7.008624309,-0.053197542,6.866441989,-0.014157001,6.734584958,-0.000960309,6.992326816,-0.029310253,6.849237569,-0.030501593,6.962063889,-0.010246888,6.843341667,-5.18672E-07,7.134963989,-0.027270261,13.94,15.845,16.205,18.05,17.225,9.19,3.705,0,0.94,0.565
0.8,0.4125,1.13,0.831858407,2.07,-0.403381643,1.235,-0.370040486,0.778,-0.794344473,0.16,122.574,0.167409075,143.094,0.01047675,144.59316,0.019003942,147.341,-0.165323976,122.982,164.588,0.338309671,48,25,48,109.2319412,83.45067213,76.59206494,71.67375238,56.64379861,40.0016954,32.64286425,38.777632,48.79317845,52.0208748,113.1389541,-7.7303027,-0.884374687,-1.329932424,-2.354035846,-2.135986527,-7.675298805,-3.293845796,-5.647220309,2.927228794,79.37001548,44.79609524,34.2776391,32.39003676,82.68151812,325.1304675,-0.916450453,-0.831207765,-1.424530013,-2.122192277,-7.023125365,18.29517996,-314.0021681,66.73529585,-393.942654,-392.7727101,-62.92408816,-27.02030446,-392.5027102,59.05778394,-190.3104609,-318.0345831,-80.8792907,-168.8769029,7.025237229,-0.8,0.342764371,7.164214485,-0.018137938,6.749702778,-0.005040284,6.868361111,-0.026575899,6.902780556,-0.027699343,6.732679666,0.002506444,7.180234637,-0.007275841,7.069725762,-0.016758543,7.262387187,-0.003801015,7.182780556,-0.002540284,7.139505556,-0.001249136,14.8075,15.565,16.15,10.46,15.37,8.2775,2.735,0,5.035,0.525
0.75,0.293333333,0.97,0.804123711,1.75,-0.294285714,1.235,0.206477733,1.49,0.255033557,1.87,111.954,0.250504672,139.999,0.137273515,159.2171549,-0.100335638,143.242,0.219076807,174.623,188.8,0.081186327,48,25,48,97.8947907,79.57854902,72.87649333,69.46151429,54.49092593,37.90421818,28.60296602,78.26382935,79.10737954,79.86266084,-38.95738095,-5.089345456,-0.406028216,-1.101033195,-2.096244352,-1.507986043,-8.389292584,2.975667845,-3.295431106,0.084019093,84.74010853,51.07464286,36.50983312,30.69167464,46.58561271,42.70730526,-0.472125832,-0.809583232,-1.404518829,-1.106778747,1.77123086,0.044929996,-116.8201657,-503.0010688,0.169761159,-464.5121032,2.308745515,-474.97366,-155.7602209,-518.5578029,0.097006377,-376.1231605,1.549493634,-253.9966096,6.906756191,1.493333333,0.686406917,7.069016667,-0.0167495,6.817202778,-0.004206604,6.96772191,-0.029487738,6.875625,-0.031783714,6.770380556,0.00045816,7.074851124,-0.022284605,6.873002762,0.008491838,6.986111111,-0.01316269,6.800702778,-0.002415975,6.832947222,0.015089339,14.97,14.505,14.97,14.5,7.92,8.5075,2.35,0,2.005,6.075
1,0.34,1.34,0.203731343,1.613,0.078735276,1.74,-0.068965517,1.62,0.401234568,2.27,117.447,0.241104498,145.764,-0.00688266,144.760756,0.159782559,167.891,0.651029537,277.193,217.879,-0.213980873,48,25,48,108.6018333,96.08605769,91.55270667,90.38289565,81.49162069,66.90279365,47.91816292,75.21092523,71.68525221,52.39971333,155.5884404,-4.775310405,-0.079629876,-0.279315714,-3.071088184,-2.214132692,-1.555563809,-3.435819812,-2.633018569,-0.342701176,78.25017664,61.21428761,48.60818413,38.44988141,38.66885616,23.08357416,-0.068059723,-0.189174205,-1.831845025,-1.317936126,-1.766488335,-0.150969681,-494.562256,-84.54040867,-161.8684554,-41.46971641,-23.99142674,-5.545758764,-494.562256,-63.08985722,-100.3524212,-23.83317035,-14.80952268,-2.443065535,7.022591206,1.27,0.855126142,7.249019444,-0.026122066,6.923588889,-0.006831259,7.112120787,-0.0314686,6.958860724,-0.030161236,6.790263305,0.00387868,7.1592,-0.024198481,6.867848739,-0.00432808,7.068866667,-0.015454876,6.921660167,0.001506085,7.174483333,-0.006456259,13.60767857,16.52,14.36666667,19.7,18.395,9.495084615,2.56,1.910347222,0.82,0
1.18,-0.271186441,0.86,0.872093023,1.61,0.347826087,2.17,-0.451612903,1.19,-0.218487395,0.93,129.734,0.123884255,145.806,0.04921829,152.9823219,0.175880963,179.889,0.039874589,187.062,161.408,-0.137141696,48,25,48,89.98995,79.95634,76.6512,76.62747619,64.40371852,51.09483636,43.12238073,78.86843841,79.25350498,79.94697544,139.3484615,-4.049770059,0.179143568,-0.636372851,-1.695781927,-1.375635609,-8.728199312,3.955200627,-2.988335788,0.043188032,75.14823529,62.04653943,34.07604154,23.54600754,74.40418718,85.96448972,0.175630949,-0.515281661,-0.897239115,-0.81883072,3.731321346,0.046438744,-475.5925124,8.09656502,569.3645998,-949.5917054,5.836639634,-0.034118064,-403.044502,9.414610489,353.6426086,-437.5998643,4.904739188,-0.03668609,7.099087938,-0.211864407,0.244145714,7.167330556,-0.028741317,6.837351801,-0.005146699,7.198851541,-0.021927543,7.121966574,-0.025221936,6.836477654,-0.006951656,7.119952646,-0.015498445,6.927044693,-0.005489001,7.264025,-0.003665629,7.210530726,-0.001718573,7.307348189,-0.003334262,13.60767857,12.17,14.36666667,18.11,12.245,9.495084615,4.83,1.910347222,1.87,4.535
1.28,-0.17578125,1.055,0.706161137,1.8,0.238888889,2.23,-0.071748879,2.07,-0.265700483,1.52,113.494,0.165497736,132.277,0.189897882,157.3961221,0.033869182,162.727,0.129757201,183.842,174.642,-0.050042972,48,25,48,92.301175,81.5287451,78.11153333,77.7210381,65.49367407,49.21733333,33.26366029,19.87612857,22.74016066,19.86016901,143.7457125,-4.518033114,0.20653361,-0.698200356,-1.798860304,-1.763960015,-13.8423413,-6.765119928,-14.59946911,0.054289104,66.9049536,54.44556084,32.50306406,22.07055306,11.07305213,13.06590067,0.17690245,-0.489107079,-0.892734642,-0.820446519,-3.768869041,0.035716516,-118.2551619,-137.7717373,0.092051004,-124.6497073,10.77989121,0.091928772,-92.38684524,-130.5893244,0.051139447,-55.89672975,5.207676914,0.060479455,6.899329867,0.1875,0.53877738,7.046952778,-0.027405136,6.804752089,-0.007143286,7.024628169,-0.023528374,6.886407303,-0.032549672,6.6502,-0.000667185,6.946164804,-0.017341848,6.733109244,-0.00835995,7.000847222,-0.012413728,6.872551821,-0.003275044,7.027685237,-0.007142766,13.60767857,14.02,14.36666667,19.37,6.915,9.495084615,4.47,1.910347222,1.06,0.325
1.12,-0.25,0.84,0.324404762,1.1125,-0.101123596,1,0.16,1.16,-0.144394006,0.992502953,125.273,0.383985376,173.376,-0.138290557,149.3997364,0.447700011,216.286,0.175425132,254.228,183.001081,-0.28016945,48,25,48,103.7522667,99.59223913,91.50082051,79.71362832,116.751892,64.01468605,43.61248372,50.01972321,68.07740773,58.97986851,-1.875654653,-2.374786082,-1.963589572,-2.61182761,7.39081628,-4.12178462,1.801828984,-0.408370885,-3.601877304,0.658251369,93.3681842,81.65288432,110.5343356,64.01468605,46.47586953,37.07760032,-2.003662828,-2.67536759,6.997222513,-3.816467241,-0.379438164,0.413808674,-245.4911614,-10.42551361,-357.9053261,-3.003691682,-95.9506404,-25.00704236,-219.188537,-12.41132572,-321.7126527,-3.003691682,-82.71606931,-15.72063731,6.916268548,-0.113836649,0.460818221,7.140623626,0.005936545,6.993194444,-0.016486788,6.765022284,0.000551088,7.057452778,-0.013538162,6.913556787,0.000249857,6.952480556,-0.013746204,6.741802228,0.000208952,6.975044444,-0.01524631,6.761102778,-0.000333231,6.862405556,0.005790011,13.0725,14.695,15.765,17.575,16.165,8.6925,4.09,0,2.075,0
0.99,-0.252525253,0.74,0.563513514,1.157,0.149524633,1.33,0.30075188,1.73,-0.144394006,1.48019837,130.172,0.369034815,178.21,-0.122211347,156.4307159,0.400754313,219.121,0.351645894,296.174,200.4400405,-0.323235529,48,25,48,80.8974375,79.66424444,79.64446667,79.72400952,80.42152113,79.5228303,80.1473785,80.01926339,77.67836025,79.98037762,-1.015773212,-0.062938505,-0.041992039,0.164298268,0.40601309,0.058430123,1.105473192,-0.056052101,-2.733147292,0.17195541,92.07452794,84.05272485,64.6735192,59.79160173,49.85315807,41.43294308,-0.04854571,0.173219049,0.326508315,0.038189623,-0.034921269,0.089079584,-473.0345753,7.364391679,-467.7756479,0.000560378,-0.022432796,7.87082971,-477.8127023,9.951880647,-404.3004735,0.000421337,-0.012966934,4.077395594,6.903343289,0.495149869,0.539809179,6.974305322,-0.023125811,6.872530556,-0.013203462,6.794235294,-0.001091894,6.914247222,-0.012746021,6.874336134,-0.009115024,6.863947222,-0.009081009,6.805769444,0.001583371,7.019211699,-0.006474852,6.917052778,-0.000833029,6.997797222,0.005706729,13.565,14.27,15.66,16.475,16.14,9.52,4.54,0,1.615,0
0.96,-0.40625,0.57,1.245614035,1.28,-0.0421875,1.226,0.223491028,1.5,-0.144394006,1.283408991,118.019,0.27852295,150.89,-0.014021172,148.7743453,0.463941915,217.797,0.074569439,234.038,206.1298577,-0.119246201,48,25,48,19.401375,20.01117778,19.96508,19.89346667,27.27356621,19.68375758,19.93910606,19.93975,22.93562,20.03403125,0.397907506,-0.097345842,0.063642636,0.043722755,-0.435016667,0.033197174,0.772931596,-0.035979102,-14.95373191,0.163836214,26.09814379,21.50645045,21.7666131,16.05526719,14.32757461,12.6189159,0.083192988,0.047267843,-0.347180101,0.024355961,-0.025852544,0.103196175,-20.58820531,2.368871877,-127.5505886,0.031815001,8.576040903,3.794527473,-21.44604719,4.155915573,-99.64889734,0.025950246,5.717360602,2.390074293,6.895773588,0.336884366,0.746581971,6.969392758,-0.02803658,6.852458333,-0.01653642,6.812125348,-0.021010958,6.8699,-0.014828902,6.837175487,-0.0219728,6.792822222,-0.011413846,6.806330532,0.000336344,6.951231198,-0.007811515,6.958480556,0.006539801,7.107819444,0.005873586,13.685,15,16.26,18.39,17.285,8.945,4.785,0,1.36,0
